name_id	title_id
nm0005939	tt0029327
nm0005968	tt0108052
nm0005968	tt0389557
nm0005968	tt0108211
nm0005968	tt0457400
nm0006086	tt0070723
nm0006086	tt1408101
nm0006086	tt1399103
nm0006086	tt0049406
nm0006099	tt0407362
nm0006099	tt0238546
nm0006099	tt0147800
nm0006099	tt0118998
nm0006112	tt0075592
nm0006112	tt0062376
nm0006112	tt0067525
nm0006112	tt0436992
nm0006199	tt0321513
nm0006199	tt1870949
nm0006199	tt21265054
nm0006199	tt1540761
nm0006231	tt0093870
nm0006231	tt0082198
nm0006231	tt0099810
nm0006231	tt0080453
nm0006238	tt0070239
nm0006238	tt0110413
nm0006238	tt0051658
nm0006238	tt0058385
nm0006277	tt0060009
nm0006277	tt0117060
nm0006277	tt0120812
nm0006277	tt0120755
nm0006314	tt0033376
nm0006314	tt0035310
nm0006314	tt0037140
nm0006314	tt0039446
nm0006328	tt0200009
nm0006328	tt0347808
nm0006328	tt0118715
nm0006328	tt0064959
nm0006428	tt0041796
nm0006428	tt0041847
nm0006428	tt0045866
nm0006428	tt0052948
nm0006573	tt0054407
nm0006573	tt0100263
nm0006573	tt0071910
nm0006573	tt0055432
nm0006837	tt0063048
nm0006837	tt0392925
nm0006837	tt0059026
nm0006837	tt0064107
nm0006931	tt0107764
nm0006931	tt0127136
nm0006931	tt0100503
nm0006931	tt0104463
nm0008066	tt1945785
nm0008066	tt0058836
nm0008066	tt0078590
nm0008066	tt0058853
nm0008084	tt7385556
nm0008084	tt3381858
nm0008084	tt9806328
nm0008084	tt3460884
nm0008107	tt0113760
nm0008107	tt1339218
nm0008107	tt0138256
nm0008107	tt0149528
nm0008131	tt0286750
nm0008131	tt0373470
nm0008131	tt0376843
nm0008131	tt0284283
nm0008369	tt0391273
nm0008369	tt6493644
nm0008369	tt0907652
nm0008369	tt0805319
nm0008640	tt0300051
nm0008640	tt0873886
nm0008640	tt0062588
nm0008640	tt0120655
nm0008823	tt0321021
nm0008823	tt0364845
nm0008823	tt2707408
nm0008823	tt0200276
nm0009177	tt0231402
nm0009177	tt0155426
nm0009177	tt0092400
nm0009177	tt0235904
nm0009248	tt0242773
nm0009248	tt0094512
nm0009248	tt0093960
nm0009248	tt0434086
nm0009484	tt0307742
nm0009484	tt1743281
nm0009484	tt5378734
nm0009484	tt0210437
nm0009889	tt0376408
nm0009889	tt2059255
nm0009889	tt0374360
nm0009889	tt4913672
nm0009903	tt5666440
nm0009903	tt0425695
nm0009903	tt1745788
nm0009903	tt2334964
nm0010075	tt0460681
nm0010075	tt0829297
nm0010075	tt1179891
nm0010075	tt0058796
nm0010353	tt0307742
nm0010353	tt0211828
nm0010353	tt0212657
nm0010353	tt0212710
nm0010500	tt0352080
nm0010500	tt0368495
nm0010500	tt0216753
nm0010500	tt0378398
nm0011119	tt0256567
nm0011119	tt4082314
nm0011119	tt0390683
nm0011119	tt0287243
nm0012078	tt8836988
nm0012078	tt10366206
nm0012078	tt3344680
nm0012078	tt9669176
nm0012271	tt0239185
nm0012271	tt13086498
nm0012271	tt13471828
nm0012271	tt2128210
nm0012476	tt0079625
nm0012476	tt0081254
nm0012476	tt0080604
nm0012476	tt0081577
nm0012615	tt0306413
nm0012615	tt0379685
nm0012615	tt0116184
nm0012615	tt0149546
nm0012661	tt3959662
nm0012661	tt0337678
nm0012661	tt0127699
nm0012661	tt3577638
nm0013116	tt4503190
nm0013116	tt7033092
nm0013116	tt3326880
nm0013116	tt10685392
nm0013409	tt0289033
nm0013409	tt0209555
nm0013409	tt0202770
nm0013409	tt0138254
nm0013679	tt0213343
nm0013679	tt0103742
nm0013679	tt1245565
nm0013679	tt0324784
nm0013741	tt1602620
nm0013741	tt4326444
nm0013741	tt1649444
nm0013741	tt0112922
nm0013793	tt1149354
nm0013793	tt0216753
nm0013793	tt0368323
nm0013793	tt0479693
nm0013833	tt1205475
nm0013833	tt0114013
nm0013833	tt0206441
nm0013833	tt0107156
nm0013972	tt0091083
nm0013972	tt0089885
nm0013972	tt0108238
nm0013972	tt0109254
nm0014210	tt13634792
nm0014210	tt0380679
nm0014210	tt5511992
nm0014210	tt6663172
nm0014426	tt11579538
nm0014426	tt0112407
nm0014426	tt1525915
nm0014426	tt2364649
nm0015256	tt5689012
nm0015256	tt0197054
nm0015256	tt0272429
nm0015256	tt0322250
nm0015531	tt1399952
nm0015531	tt1475099
nm0015531	tt0318020
nm0015531	tt0972558
nm0015769	tt0191710
nm0015769	tt3111612
nm0015769	tt5207166
nm0015769	tt0191699
nm0016041	tt0986318
nm0016041	tt0408433
nm0016041	tt0227942
nm0016041	tt2270143
nm0016089	tt0427427
nm0016089	tt0282062
nm0016089	tt0282977
nm0016089	tt1655421
nm0016798	tt0451499
nm0016798	tt2270143
nm0016798	tt6176122
nm0016798	tt2028939
nm0017156	tt0217193
nm0017156	tt1664317
nm0017156	tt0238789
nm0017156	tt0370149
nm0018368	tt0056740
nm0018368	tt0058796
nm0018368	tt0046587
nm0018368	tt0056758
nm0019081	tt0220244
nm0019081	tt0220197
nm0019081	tt0328789
nm0019081	tt0291653
nm0019172	tt0058796
nm0019172	tt0088559
nm0019172	tt0108778
nm0019172	tt0106309
nm0020039	tt0445883
nm0020039	tt5915430
nm0020039	tt10589876
nm0020039	tt3402548
nm0020230	tt0089945
nm0020230	tt0102751
nm0020230	tt0183505
nm0020230	tt5043784
nm0020490	tt0068337
nm0020490	tt0057007
nm0020490	tt0053841
nm0020490	tt0056757
nm0020571	tt0114622
nm0020571	tt0065230
nm0020571	tt0064615
nm0020571	tt0048691
nm0020635	tt0097637
nm0020635	tt0124140
nm0020635	tt0112178
nm0020635	tt0089901
nm0020980	tt1182307
nm0020980	tt0029954
nm0020980	tt0029970
nm0020980	tt0034594
nm0021191	tt0270155
nm0021191	tt0220270
nm0021191	tt0476627
nm0021191	tt0181793
nm0021216	tt0222523
nm0021216	tt0441067
nm0021216	tt0224998
nm0021216	tt0219429
nm0021675	tt0758745
nm0021675	tt11219168
nm0021675	tt13476196
nm0021675	tt3649180
nm0021961	tt1688606
nm0021961	tt1991897
nm0021961	tt0866439
nm0021961	tt1346018
nm0022034	tt0111341
nm0022034	tt0083865
nm0022034	tt0249241
nm0022034	tt0082997
nm0022172	tt0313059
nm0022172	tt0320852
nm0022172	tt0395339
nm0022172	tt0324717
nm0022750	tt0071063
nm0022750	tt0068120
nm0022750	tt0073991
nm0022750	tt0264464
nm0022758	tt0083987
nm0022758	tt0076167
nm0022758	tt0268216
nm0022758	tt0420332
nm0022852	tt0457241
nm0022852	tt0259782
nm0022852	tt1407087
nm0022852	tt11053564
nm0023407	tt1401681
nm0023407	tt0159705
nm0023407	tt0257909
nm0023407	tt0193839
nm0023522	tt1319265
nm0023522	tt1920365
nm0023522	tt3643554
nm0023522	tt1538426
nm0024102	tt0107165
nm0024102	tt3393022
nm0024102	tt0336452
nm0024102	tt0441548
nm0024302	tt0352482
nm0024302	tt0453150
nm0024302	tt3569782
nm0024302	tt0319887
nm0024720	tt0048848
nm0024720	tt0044207
nm0024720	tt0118435
nm0024720	tt0056758
nm0024766	tt0186560
nm0024766	tt0271305
nm0024766	tt0181014
nm0024766	tt0270155
nm0025954	tt1630269
nm0025954	tt0210978
nm0025954	tt0056732
nm0025954	tt0227682
nm0026097	tt0093840
nm0026097	tt0103030
nm0026097	tt0093412
nm0026097	tt0091495
nm0026153	tt2294629
nm0026153	tt4520988
nm0026153	tt0040725
nm0026153	tt0097757
nm0026388	tt0444682
nm0026388	tt0057582
nm0026388	tt0066808
nm0026388	tt0112401
nm0026536	tt0080253
nm0026536	tt0824182
nm0026536	tt0092487
nm0026536	tt0094580
nm0026994	tt0039123
nm0026994	tt0044265
nm0026994	tt0048527
nm0026994	tt0048724
nm0027722	tt0125941
nm0027722	tt0031462
nm0027722	tt0031361
nm0027722	tt0029916
nm0028007	tt6120490
nm0028007	tt0117418
nm0028007	tt1124062
nm0028007	tt3121734
nm0028070	tt0211862
nm0028070	tt0383836
nm0028070	tt0222600
nm0028070	tt0212646
nm0028373	tt0150493
nm0028373	tt0474482
nm0028373	tt0294075
nm0028373	tt0477550
nm0028621	tt0331359
nm0028621	tt18116016
nm0028621	tt0274988
nm0028621	tt0098911
nm0028950	tt1342375
nm0028950	tt0230422
nm0028950	tt0810631
nm0028950	tt0305429
nm0029176	tt0401958
nm0029176	tt2855376
nm0029176	tt1729622
nm0029176	tt1375688
nm0029239	tt0830854
nm0029239	tt1648168
nm0029239	tt0955211
nm0029239	tt0162076
nm0029577	tt0819960
nm0029577	tt1149354
nm0029577	tt1322864
nm0029577	tt0372071
nm0030022	tt0072564
nm0030022	tt0134250
nm0030022	tt0068122
nm0030022	tt0086746
nm0030480	tt0264871
nm0030480	tt0136250
nm0030480	tt0232075
nm0030480	tt0263516
nm0031043	tt0196750
nm0031043	tt0200767
nm0031043	tt0145037
nm0031043	tt0810631
nm0031183	tt0341688
nm0031183	tt0211832
nm0031183	tt0213343
nm0031183	tt0119056
nm0031433	tt0806910
nm0031433	tt0853076
nm0031433	tt0051574
nm0031433	tt0271029
nm0031542	tt0302447
nm0031542	tt0113918
nm0031542	tt0120457
nm0031542	tt0373525
nm0031630	tt0082974
nm0031630	tt0071615
nm0031630	tt0291519
nm0031630	tt0337555
nm0031709	tt0315002
nm0031709	tt0117910
nm0031709	tt0201573
nm0031709	tt3455238
nm0032633	tt0399989
nm0032633	tt0185910
nm0032633	tt7967834
nm0032633	tt1781768
nm0032643	tt3837198
nm0032643	tt0345623
nm0032643	tt0430082
nm0032643	tt3104988
nm0032793	tt0313196
nm0032793	tt0112675
nm0032793	tt0107710
nm0032793	tt0114887
nm0032843	tt0287292
nm0032843	tt1445556
nm0032843	tt0134162
nm0032843	tt0211851
nm0032853	tt0079181
nm0032853	tt0359422
nm0032853	tt0107054
nm0032853	tt0077302
nm0032954	tt1191078
nm0032954	tt0287284
nm0032954	tt0328730
nm0032954	tt0396356
nm0032955	tt1645536
nm0032955	tt0326357
nm0032955	tt0362496
nm0032955	tt1324065
nm0033043	tt3190448
nm0033043	tt2772284
nm0033043	tt2349721
nm0033043	tt1821148
nm0033288	tt3671438
nm0033288	tt1233507
nm0033288	tt0488259
nm0033288	tt0161203
nm0033746	tt0056745
nm0033746	tt0059968
nm0033746	tt0067065
nm0033746	tt0074562
nm0034147	tt0375343
nm0034147	tt0199182
nm0034147	tt0451499
nm0034147	tt0315850
nm0034498	tt0498422
nm0034498	tt0291619
nm0034498	tt2270143
nm0034498	tt5252240
nm0034997	tt0270168
nm0034997	tt0270155
nm0034997	tt5252240
nm0034997	tt0277223
nm0035365	tt0286398
nm0035365	tt0220954
nm0035365	tt0450923
nm0035365	tt0898238
nm0035382	tt0409937
nm0035382	tt1353040
nm0035382	tt0211915
nm0035382	tt0296318
nm0035930	tt0118884
nm0035930	tt0097981
nm0035930	tt0119715
nm0035930	tt0100405
nm0036136	tt0090627
nm0036136	tt0102034
nm0036136	tt0181014
nm0036136	tt0095752
nm0036351	tt22892842
nm0036351	tt0108575
nm0036351	tt0202390
nm0036351	tt0361363
nm0036387	tt2093246
nm0036387	tt0115088
nm0036387	tt0096587
nm0036387	tt0103487
nm0037475	tt1372685
nm0037475	tt0209754
nm0037475	tt0202770
nm0037475	tt0202747
nm0037644	tt0271276
nm0037644	tt0314492
nm0037644	tt0368531
nm0037644	tt1043716
nm0037766	tt0496910
nm0037766	tt0067408
nm0037766	tt0064238
nm0037766	tt0129685
nm0037879	tt1031270
nm0037879	tt0221063
nm0037879	tt1479680
nm0037879	tt2439638
nm0038358	tt0076902
nm0038358	tt0339666
nm0038358	tt0303558
nm0038358	tt0349701
nm0038868	tt0030863
nm0038868	tt0031831
nm0038868	tt0043633
nm0038868	tt0024655
nm0039450	tt0179950
nm0039450	tt0034488
nm0039450	tt0033660
nm0039450	tt0034943
nm0039602	tt1355642
nm0039602	tt0421357
nm0039602	tt0485323
nm0039602	tt4778940
nm0040101	tt0320815
nm0040101	tt0338641
nm0040101	tt0329878
nm0040101	tt0327304
nm0042200	tt0303044
nm0042200	tt0275598
nm0042200	tt0302825
nm0042200	tt5022942
nm0042771	tt0209528
nm0042771	tt0209540
nm0042771	tt0229161
nm0042771	tt0268198
nm0042925	tt0212710
nm0042925	tt0307742
nm0042925	tt0186975
nm0042925	tt0245574
nm0043241	tt8135564
nm0043241	tt5545984
nm0043241	tt4777584
nm0043241	tt1392882
nm0044078	tt10505002
nm0044078	tt11307814
nm0044078	tt9677638
nm0044078	tt3750872
nm0044142	tt6468322
nm0044142	tt17005188
nm0044142	tt22816510
nm0044142	tt8690776
nm0044156	tt0188030
nm0044156	tt0062113
nm0044156	tt0057643
nm0044156	tt0103791
nm0044260	tt0274947
nm0044260	tt1122863
nm0044260	tt1980092
nm0044260	tt1984187
nm0044293	tt0297832
nm0044293	tt6588092
nm0044293	tt6587756
nm0044293	tt0271292
nm0045119	tt1235441
nm0045119	tt0101437
nm0045119	tt0066888
nm0045119	tt0461000
nm0045298	tt0159848
nm0045298	tt0193784
nm0045298	tt0224859
nm0045298	tt0303418
nm0046438	tt0353784
nm0046438	tt0353354
nm0046438	tt0211877
nm0046438	tt0231391
nm0046943	tt0305044
nm0046943	tt0102015
nm0046943	tt3063516
nm0046943	tt0098830
nm0047658	tt2816290
nm0047658	tt0106879
nm0047658	tt6917064
nm0047658	tt1304873
nm0048220	tt1039251
nm0048220	tt0065272
nm0048220	tt0056758
nm0048220	tt13241942
nm0048468	tt0048611
nm0048468	tt0076752
nm0048468	tt0064757
nm0048468	tt0074006
nm0049325	tt0209711
nm0049325	tt0209530
nm0049325	tt0155444
nm0049325	tt0138256
nm0050332	tt0169547
nm0050332	tt11327514
nm0050332	tt0844441
nm0050332	tt0248654
nm0051558	tt0292414
nm0051558	tt2401525
nm0051558	tt4836736
nm0051558	tt0267913
nm0051578	tt3413692
nm0051578	tt0091794
nm0051578	tt6356834
nm0051578	tt1726574
nm0051678	tt0209674
nm0051678	tt0209745
nm0051678	tt0209610
nm0051678	tt0144724
nm0051684	tt0379174
nm0051684	tt0137283
nm0051684	tt0085216
nm0051684	tt0290350
nm0052186	tt0086856
nm0052186	tt0087363
nm0052186	tt0903747
nm0052186	tt2396589
nm0052208	tt0102071
nm0052208	tt0112459
nm0052208	tt8016662
nm0052208	tt0164550
nm0052209	tt0250896
nm0052209	tt0057239
nm0052209	tt0989125
nm0052209	tt0113419
nm0052488	tt0308608
nm0052488	tt1688210
nm0052488	tt12572134
nm0052488	tt1245565
nm0053532	tt4736898
nm0053532	tt1980316
nm0053532	tt0062433
nm0053532	tt0227898
nm0053644	tt0227898
nm0053644	tt0224937
nm0053644	tt0221766
nm0053644	tt0291653
nm0053895	tt0058805
nm0053895	tt0078569
nm0053895	tt0258127
